ContourID,SegmentID,X,Y
1,1,200.0,100.0
1,1,199.802673,106.279052
1,1,199.21147,112.533323
1,1,198.228725,118.738131
1,1,196.858316,124.868989
1,1,195.105652,130.901699
1,1,192.977649,136.812455
1,1,190.482705,142.577929
1,1,187.630668,148.175367
1,1,184.432793,153.582679
1,1,180.901699,158.778525
1,1,177.051324,163.742399
1,1,172.896863,168.454711
1,1,168.454711,172.896863
1,1,163.742399,177.051324
1,1,158.778525,180.901699
1,1,153.582679,184.432793
1,1,148.175367,187.630668
1,1,142.577929,190.482705
1,1,136.812455,192.977649
1,1,130.901699,195.105652
1,1,124.868989,196.858316
1,1,118.738131,198.228725
1,1,112.533323,199.21147
1,1,106.279052,199.802673
1,1,100.0,200.0
1,1,93.720948,199.802673
1,1,87.466677,199.21147
1,1,81.261869,198.228725
1,1,75.131011,196.858316
1,1,69.098301,195.105652
1,1,63.187545,192.977649
1,1,57.422071,190.482705
1,1,51.824633,187.630668
1,1,46.417321,184.432793
1,1,41.221475,180.901699
1,1,36.257601,177.051324
1,1,31.545289,172.896863
1,1,27.103137,168.454711
1,1,22.948676,163.742399
1,1,19.098301,158.778525
1,1,15.567207,153.582679
1,1,12.369332,148.175367
1,1,9.517295,142.577929
1,1,7.022351,136.812455
1,1,4.894348,130.901699
1,1,3.141684,124.868989
1,1,1.771275,118.738131
1,1,0.78853,112.533323
1,1,0.197327,106.279052
1,1,0.0,100.0
1,1,0.197327,93.720948
1,1,0.78853,87.466677
1,1,1.771275,81.261869
1,1,3.141684,75.131011
1,1,4.894348,69.098301
1,1,7.022351,63.187545
1,1,9.517295,57.422071
1,1,12.369332,51.824633
1,1,15.567207,46.417321
1,1,19.098301,41.221475
1,1,22.948676,36.257601
1,1,27.103137,31.545289
1,1,31.545289,27.103137
1,1,36.257601,22.948676
1,1,41.221475,19.098301
1,1,46.417321,15.567207
1,1,51.824633,12.369332
1,1,57.422071,9.517295
1,1,63.187545,7.022351
1,1,69.098301,4.894348
1,1,75.131011,3.141684
1,1,81.261869,1.771275
1,1,87.466677,0.78853
1,1,93.720948,0.197327
1,1,100.0,0.0
1,1,106.279052,0.197327
1,1,112.533323,0.78853
1,1,118.738131,1.771275
1,1,124.868989,3.141684
1,1,130.901699,4.894348
1,1,136.812455,7.022351
1,1,142.577929,9.517295
1,1,148.175367,12.369332
1,1,153.582679,15.567207
1,1,158.778525,19.098301
1,1,163.742399,22.948676
1,1,168.454711,27.103137
1,1,172.896863,31.545289
1,1,177.051324,36.257601
1,1,180.901699,41.221475
1,1,184.432793,46.417321
1,1,187.630668,51.824633
1,1,190.482705,57.422071
1,1,192.977649,63.187545
1,1,195.105652,69.098301
1,1,196.858316,75.131011
1,1,198.228725,81.261869
1,1,199.21147,87.466677
1,1,199.802673,93.720948
