ContourID,SegmentID,X,Y
1,1,200.0,100.0
1,1,199.691733,107.84591
1,1,198.768834,115.643447
1,1,197.236992,123.344536
1,1,195.105652,130.901699
1,1,192.387953,138.268343
1,1,189.100652,145.39905
1,1,185.264016,152.249856
1,1,180.901699,158.778525
1,1,176.040597,164.944805
1,1,170.710678,170.710678
1,1,164.944805,176.040597
1,1,158.778525,180.901699
1,1,152.249856,185.264016
1,1,145.39905,189.100652
1,1,138.268343,192.387953
1,1,130.901699,195.105652
1,1,123.344536,197.236992
1,1,115.643447,198.768834
1,1,107.84591,199.691733
1,1,100.0,200.0
1,1,92.15409,199.691733
1,1,84.356553,198.768834
1,1,76.655464,197.236992
1,1,69.098301,195.105652
1,1,61.731657,192.387953
1,1,54.60095,189.100652
1,1,47.750144,185.264016
1,1,41.221475,180.901699
1,1,35.055195,176.040597
1,1,29.289322,170.710678
1,1,23.959403,164.944805
1,1,19.098301,158.778525
1,1,14.735984,152.249856
1,1,10.899348,145.39905
1,1,7.612047,138.268343
1,1,4.894348,130.901699
1,1,2.763008,123.344536
1,1,1.231166,115.643447
1,1,0.308267,107.84591
1,1,0.0,100.0
1,1,0.308267,92.15409
1,1,1.231166,84.356553
1,1,2.763008,76.655464
1,1,4.894348,69.098301
1,1,7.612047,61.731657
1,1,10.899348,54.60095
1,1,14.735984,47.750144
1,1,19.098301,41.221475
1,1,23.959403,35.055195
1,1,29.289322,29.289322
1,1,35.055195,23.959403
1,1,41.221475,19.098301
1,1,47.750144,14.735984
1,1,54.60095,10.899348
1,1,61.731657,7.612047
1,1,69.098301,4.894348
1,1,76.655464,2.763008
1,1,84.356553,1.231166
1,1,92.15409,0.308267
1,1,100.0,0.0
1,1,107.84591,0.308267
1,1,115.643447,1.231166
1,1,123.344536,2.763008
1,1,130.901699,4.894348
1,1,138.268343,7.612047
1,1,145.39905,10.899348
1,1,152.249856,14.735984
1,1,158.778525,19.098301
1,1,164.944805,23.959403
1,1,170.710678,29.289322
1,1,176.040597,35.055195
1,1,180.901699,41.221475
1,1,185.264016,47.750144
1,1,189.100652,54.60095
1,1,192.387953,61.731657
1,1,195.105652,69.098301
1,1,197.236992,76.655464
1,1,198.768834,84.356553
1,1,199.691733,92.15409
1,1,200.0,100.0
