ContourID,SegmentID,X,Y
1,1,50.0,50.0
1,1,51.010101,51.010101
1,1,52.020202,52.020202
1,1,53.030303,53.030303
1,1,54.040404,54.040404
1,1,55.050505,55.050505
1,1,56.060606,56.060606
1,1,57.070707,57.070707
1,1,58.080808,58.080808
1,1,59.090909,59.090909
1,1,60.10101,60.10101
1,1,61.111111,61.111111
1,1,62.121212,62.121212
1,1,63.131313,63.131313
1,1,64.141414,64.141414
1,1,65.151515,65.151515
1,1,66.161616,66.161616
1,1,67.171717,67.171717
1,1,68.181818,68.181818
1,1,69.191919,69.191919
1,1,70.20202,70.20202
1,1,71.212121,71.212121
1,1,72.222222,72.222222
1,1,73.232323,73.232323
1,1,74.242424,74.242424
1,1,75.252525,75.252525
1,1,76.262626,76.262626
1,1,77.272727,77.272727
1,1,78.282828,78.282828
1,1,79.292929,79.292929
1,1,80.30303,80.30303
1,1,81.313131,81.313131
1,1,82.323232,82.323232
1,1,83.333333,83.333333
1,1,84.343434,84.343434
1,1,85.353535,85.353535
1,1,86.363636,86.363636
1,1,87.373737,87.373737
1,1,88.383838,88.383838
1,1,89.393939,89.393939
1,1,90.40404,90.40404
1,1,91.414141,91.414141
1,1,92.424242,92.424242
1,1,93.434343,93.434343
1,1,94.444444,94.444444
1,1,95.454545,95.454545
1,1,96.464646,96.464646
1,1,97.474747,97.474747
1,1,98.484848,98.484848
1,1,99.494949,99.494949
1,1,100.505051,100.505051
1,1,101.515152,101.515152
1,1,102.525253,102.525253
1,1,103.535354,103.535354
1,1,104.545455,104.545455
1,1,105.555556,105.555556
1,1,106.565657,106.565657
1,1,107.575758,107.575758
1,1,108.585859,108.585859
1,1,109.59596,109.59596
1,1,110.606061,110.606061
1,1,111.616162,111.616162
1,1,112.626263,112.626263
1,1,113.636364,113.636364
1,1,114.646465,114.646465
1,1,115.656566,115.656566
1,1,116.666667,116.666667
1,1,117.676768,117.676768
1,1,118.686869,118.686869
1,1,119.69697,119.69697
1,1,120.707071,120.707071
1,1,121.717172,121.717172
1,1,122.727273,122.727273
1,1,123.737374,123.737374
1,1,124.747475,124.747475
1,1,125.757576,125.757576
1,1,126.767677,126.767677
1,1,127.777778,127.777778
1,1,128.787879,128.787879
1,1,129.79798,129.79798
1,1,130.808081,130.808081
1,1,131.818182,131.818182
1,1,132.828283,132.828283
1,1,133.838384,133.838384
1,1,134.848485,134.848485
1,1,135.858586,135.858586
1,1,136.868687,136.868687
1,1,137.878788,137.878788
1,1,138.888889,138.888889
1,1,139.89899,139.89899
1,1,140.909091,140.909091
1,1,141.919192,141.919192
1,1,142.929293,142.929293
1,1,143.939394,143.939394
1,1,144.949495,144.949495
1,1,145.959596,145.959596
1,1,146.969697,146.969697
1,1,147.979798,147.979798
1,1,148.989899,148.989899
1,1,150.0,150.0
